"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"11612",42,"management","married","basic.6y","unknown","no","no","telephone","jun","fri",8,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"1706",39,"management","single","university.degree","no","no","no","telephone","may","fri",38,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"23637",31,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",1037,4,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"118",57,"blue-collar","divorced","unknown","unknown","yes","no","telephone","may","mon",518,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"28741",31,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","thu",257,2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
"7776",38,"services","married","high.school","unknown","yes","no","telephone","jun","mon",25,7,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"16463",27,"blue-collar","single","basic.9y","unknown","yes","no","telephone","jul","wed",104,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"28586",32,"admin.","single","high.school","no","yes","yes","cellular","apr","wed",120,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
"41168",32,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",236,3,999,0,"nonexistent",-1.1,94.767,-50.8,1.03,4963.6,"no"
"14057",32,"technician","married","unknown","no","yes","no","cellular","jul","fri",193,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"15657",50,"entrepreneur","married","basic.9y","unknown","no","no","cellular","jul","mon",394,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"13135",31,"services","married","basic.9y","no","no","no","cellular","jul","wed",679,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
"26134",46,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","nov","wed",575,6,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"31820",36,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",193,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"13980",57,"retired","single","basic.9y","unknown","unknown","unknown","cellular","jul","fri",16,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"22221",47,"services","divorced","high.school","unknown","no","no","cellular","aug","thu",819,6,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes"
"20595",36,"technician","married","university.degree","no","yes","no","cellular","aug","tue",120,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"27012",54,"retired","divorced","university.degree","no","no","yes","cellular","nov","fri",138,6,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"13556",38,"housemaid","married","high.school","no","no","no","telephone","jul","thu",121,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"15845",30,"technician","single","university.degree","no","yes","yes","cellular","jul","mon",149,7,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"23096",40,"admin.","single","high.school","no","yes","no","cellular","aug","tue",87,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"5563",44,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","mon",109,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"33626",39,"admin.","married","basic.9y","unknown","yes","no","telephone","may","wed",16,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"22838",43,"technician","divorced","professional.course","unknown","no","yes","cellular","aug","mon",90,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"10665",27,"housemaid","married","basic.9y","unknown","yes","no","telephone","jun","tue",614,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"4797",40,"admin.","married","university.degree","no","yes","yes","telephone","may","wed",786,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"27568",53,"retired","married","high.school","no","yes","no","cellular","nov","fri",711,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"13241",45,"blue-collar","divorced","basic.4y","no","yes","no","cellular","jul","wed",294,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"29303",41,"admin.","married","high.school","no","no","yes","cellular","apr","fri",57,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"39921",33,"management","single","university.degree","no","yes","no","cellular","jun","wed",442,2,999,3,"failure",-1.7,94.055,-39.8,0.739,4991.6,"no"
"23028",38,"technician","married","university.degree","no","yes","no","cellular","aug","tue",102,5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"18530",32,"admin.","married","university.degree","no","no","no","cellular","jul","thu",189,2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"7740",40,"services","married","high.school","no","yes","no","telephone","may","fri",288,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"7482",35,"blue-collar","married","unknown","no","no","no","telephone","may","fri",100,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"24431",38,"admin.","single","basic.9y","no","yes","no","cellular","nov","mon",1081,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
"6989",43,"entrepreneur","married","basic.4y","no","yes","no","telephone","may","thu",199,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"20533",49,"retired","divorced","professional.course","no","yes","yes","telephone","aug","tue",128,8,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"16585",34,"admin.","married","university.degree","no","no","no","telephone","jul","wed",34,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"14366",42,"housemaid","married","high.school","no","yes","no","cellular","jul","mon",424,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"30485",27,"management","single","university.degree","no","yes","no","cellular","may","mon",77,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
"14048",42,"management","divorced","university.degree","no","yes","no","cellular","jul","fri",215,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"33548",33,"technician","divorced","high.school","no","yes","no","cellular","may","tue",210,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"7358",47,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",85,7,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"3181",40,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","thu",322,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"11858",37,"admin.","married","high.school","no","yes","no","telephone","jun","fri",14,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"26018",31,"admin.","married","basic.9y","no","yes","no","cellular","nov","wed",1662,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"40790",28,"blue-collar","single","university.degree","no","yes","no","cellular","sep","thu",62,2,999,1,"failure",-1.1,94.199,-37.5,0.878,4963.6,"no"
"26180",49,"technician","married","university.degree","no","yes","no","telephone","nov","thu",14,7,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"28613",56,"entrepreneur","married","basic.9y","no","yes","no","cellular","apr","wed",185,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
"32206",34,"admin.","single","high.school","no","yes","no","cellular","may","fri",80,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
"27127",29,"technician","single","high.school","no","yes","yes","cellular","nov","fri",206,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"3569",57,"retired","married","unknown","unknown","yes","no","telephone","may","fri",529,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"5642",36,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","mon",131,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"30328",48,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu",27,1,999,2,"failure",-1.8,93.075,-47.1,1.365,5099.1,"no"
"38984",55,"admin.","married","high.school","no","no","no","cellular","dec","fri",254,2,999,0,"nonexistent",-3,92.713,-33,0.718,5023.5,"no"
"29139",39,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri",407,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"35137",37,"technician","single","professional.course","no","no","yes","cellular","may","fri",20,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"4546",33,"blue-collar","single","basic.9y","no","no","no","telephone","may","tue",16,10,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"38505",63,"technician","married","professional.course","no","no","no","cellular","oct","tue",259,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.728,5017.5,"no"
"32737",33,"services","single","high.school","no","unknown","unknown","cellular","may","mon",216,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"9474",45,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","mon",214,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"10193",37,"technician","single","high.school","unknown","unknown","unknown","telephone","jun","thu",227,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
"32818",37,"technician","divorced","professional.course","no","no","no","cellular","may","mon",66,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"40739",39,"entrepreneur","married","professional.course","no","no","no","telephone","sep","wed",511,3,6,1,"success",-1.1,94.199,-37.5,0.876,4963.6,"yes"
"28272",61,"retired","married","university.degree","no","yes","no","cellular","apr","wed",205,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"no"
"784",38,"blue-collar","married","basic.6y","no","unknown","unknown","telephone","may","wed",131,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"3033",37,"housemaid","married","university.degree","unknown","no","no","telephone","may","wed",567,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"1147",43,"admin.","divorced","high.school","no","yes","no","telephone","may","thu",177,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"17730",49,"admin.","single","university.degree","no","no","no","cellular","jul","tue",90,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"3298",34,"housemaid","divorced","basic.6y","no","no","no","telephone","may","thu",122,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"40796",26,"self-employed","single","university.degree","no","yes","no","cellular","sep","thu",333,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.878,4963.6,"no"
"30290",47,"blue-collar","single","basic.6y","no","no","no","cellular","apr","thu",309,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
"15165",43,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","thu",377,11,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"5909",33,"technician","married","professional.course","no","yes","no","telephone","may","mon",349,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"32243",41,"blue-collar","divorced","basic.9y","no","yes","no","cellular","may","fri",88,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
"7296",27,"services","single","professional.course","no","no","no","telephone","may","thu",201,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"36330",26,"admin.","single","high.school","no","no","no","cellular","jun","tue",479,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"yes"
"4551",42,"admin.","married","basic.9y","no","yes","yes","telephone","may","tue",267,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"15254",50,"blue-collar","married","unknown","unknown","no","no","cellular","jul","thu",291,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"36339",32,"admin.","single","high.school","no","yes","no","cellular","jun","tue",350,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"yes"
"35477",30,"student","single","university.degree","no","yes","no","cellular","may","mon",90,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"28795",53,"management","married","high.school","no","yes","no","cellular","apr","thu",280,2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
"32717",57,"technician","married","university.degree","no","no","no","cellular","may","mon",200,6,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"16571",29,"blue-collar","married","unknown","no","yes","no","cellular","jul","wed",167,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"960",44,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",171,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"30488",31,"admin.","single","university.degree","no","yes","no","cellular","may","mon",274,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
"12926",47,"blue-collar","divorced","basic.9y","no","yes","no","cellular","jul","tue",266,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"23003",51,"admin.","married","university.degree","no","no","no","cellular","aug","tue",69,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"17841",58,"housemaid","married","basic.4y","unknown","yes","no","telephone","jul","tue",35,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"6387",27,"admin.","divorced","high.school","no","yes","no","telephone","may","tue",206,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"17605",44,"blue-collar","married","unknown","unknown","no","no","cellular","jul","mon",118,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"11117",40,"admin.","married","professional.course","unknown","no","no","telephone","jun","thu",168,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"10484",34,"admin.","married","university.degree","no","yes","no","telephone","jun","tue",150,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"26085",53,"entrepreneur","married","unknown","no","no","no","cellular","nov","wed",304,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"22670",34,"technician","married","university.degree","no","yes","yes","cellular","aug","fri",289,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"16810",33,"technician","single","high.school","no","yes","no","cellular","jul","thu",209,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"8338",30,"services","married","high.school","no","no","yes","telephone","jun","tue",220,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"39887",38,"blue-collar","single","high.school","no","yes","yes","telephone","jun","thu",21,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.729,4991.6,"no"
"21957",53,"admin.","married","university.degree","no","no","no","cellular","aug","wed",177,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"37487",38,"management","married","university.degree","no","yes","no","cellular","aug","thu",328,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.873,5076.2,"no"
"36566",29,"technician","married","university.degree","no","no","no","cellular","jun","wed",150,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
"36266",32,"technician","single","university.degree","no","no","no","cellular","jun","mon",1048,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"yes"
"19900",45,"admin.","married","high.school","unknown","unknown","unknown","cellular","aug","fri",215,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"35258",49,"management","married","university.degree","no","no","no","cellular","may","fri",20,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"152",56,"entrepreneur","married","unknown","unknown","yes","no","telephone","may","mon",46,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"11372",52,"blue-collar","married","basic.9y","no","yes","yes","telephone","jun","fri",241,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"35282",39,"admin.","married","university.degree","no","no","no","cellular","may","fri",895,5,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"33969",33,"admin.","single","high.school","no","yes","no","cellular","may","wed",135,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"39861",44,"services","single","high.school","no","no","no","telephone","jun","mon",20,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.72,4991.6,"no"
"34531",45,"admin.","married","unknown","no","no","no","cellular","may","thu",177,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"25128",36,"admin.","married","university.degree","no","no","no","cellular","nov","tue",51,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"31471",31,"blue-collar","married","basic.9y","unknown","no","no","cellular","may","wed",242,2,999,2,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
"11308",45,"management","single","basic.9y","no","yes","no","telephone","jun","thu",237,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"17252",33,"technician","single","high.school","no","yes","no","cellular","jul","fri",270,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"24755",56,"retired","married","basic.4y","no","no","no","cellular","nov","tue",79,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"21960",37,"technician","single","university.degree","no","yes","no","cellular","aug","wed",194,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"3003",36,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",360,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"11583",36,"blue-collar","married","professional.course","unknown","yes","no","telephone","jun","fri",324,5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"38574",54,"retired","married","basic.4y","no","no","no","cellular","oct","thu",377,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.722,5017.5,"yes"
"38094",49,"unemployed","married","high.school","no","yes","no","cellular","sep","wed",177,1,999,0,"nonexistent",-3.4,92.379,-29.8,0.768,5017.5,"no"
